Date,Open,High,Low,Close,Adj Close,Volume
2018-12-18,3054.010010,3067.540039,3040.129883,3040.129883,3040.129883,43622700
2018-12-19,3042.189941,3063.699951,3042.189941,3051.379883,3051.379883,46652700
2018-12-20,3031.320068,3031.320068,2993.399902,3000.060059,3000.060059,57123500
2018-12-21,2996.919922,3003.060059,2957.560059,3000.610107,3000.610107,84815000
2018-12-27,2987.669922,2997.239990,2908.699951,2937.360107,2937.360107,45597600
2018-12-28,2952.050049,2996.169922,2951.510010,2986.530029,2986.530029,32799300
2019-01-03,2978.280029,2984.520020,2950.820068,2954.659912,2954.659912,35085500
2019-01-04,2964.149902,3050.659912,2964.149902,3041.850098,3041.850098,43092600
2019-01-07,3050.000000,3054.719971,3016.320068,3033.639893,3033.639893,32772200
2019-01-08,3032.070068,3079.110107,3032.070068,3054.939941,3054.939941,38910200
2019-01-09,3062.370117,3089.169922,3060.959961,3070.239990,3070.239990,39381800
2019-01-10,3065.659912,3075.830078,3043.550049,3075.729980,3075.729980,30601200
2019-01-11,3079.590088,3087.659912,3056.360107,3070.040039,3070.040039,32135700
2019-01-14,3060.620117,3063.340088,3037.129883,3055.179932,3055.179932,31173600
2019-01-15,3066.020020,3088.489990,3044.530029,3068.050049,3068.050049,36607500
2019-01-16,3073.060059,3083.560059,3062.270020,3077.219971,3077.219971,37834400
2019-01-17,3069.409912,3073.000000,3053.080078,3069.350098,3069.350098,32652500
2019-01-18,3079.149902,3137.419922,3079.149902,3134.919922,3134.919922,47970500
2019-01-21,3131.850098,3131.850098,3120.030029,3125.070068,3125.070068,20273100
2019-01-22,3120.320068,3122.760010,3097.270020,3112.800049,3112.800049,30018100
2019-01-23,3104.080078,3132.790039,3094.479980,3112.129883,3112.129883,0
2019-01-24,3113.889893,3136.419922,3107.669922,3126.310059,3126.310059,38509200
2019-01-25,3133.810059,3168.030029,3133.810059,3163.239990,3163.239990,38095600
2019-01-28,3157.000000,3157.000000,3131.260010,3137.270020,3137.270020,31338500
2019-01-29,3136.149902,3166.239990,3130.750000,3153.419922,3153.419922,29990500
2019-01-30,3155.800049,3163.340088,3148.840088,3161.739990,3161.739990,32877000
2019-01-31,3163.020020,3177.100098,3129.580078,3159.429932,3159.429932,61323600
2019-02-01,3162.459961,3171.949951,3143.500000,3171.120117,3171.120117,45249500
2019-02-04,3170.300049,3174.229980,3143.870117,3165.199951,3165.199951,33167600
2019-02-05,3165.840088,3215.040039,3162.780029,3215.040039,3215.040039,50345900
2019-02-06,3208.429932,3216.129883,3199.030029,3212.750000,3212.750000,39803000
2019-02-07,3204.929932,3208.669922,3150.760010,3150.760010,3150.760010,45534100
2019-02-08,3151.169922,3161.139893,3124.620117,3135.620117,3135.620117,38317900
2019-02-11,3142.840088,3173.389893,3142.840088,3165.610107,3165.610107,33329200
2019-02-12,3176.760010,3200.500000,3176.760010,3190.750000,3190.750000,34559200
2019-02-13,3194.729980,3214.219971,3192.030029,3202.370117,3202.370117,34115900
2019-02-14,3212.949951,3228.110107,3182.659912,3182.659912,3182.659912,37972500
2019-02-15,3179.379883,3247.340088,3175.709961,3241.250000,3241.250000,53343300
2019-02-18,3239.100098,3248.139893,3235.570068,3244.790039,3244.790039,28073100
2019-02-19,3242.790039,3251.219971,3223.399902,3239.409912,3239.409912,31367500
2019-02-20,3241.699951,3264.709961,3236.739990,3259.489990,3259.489990,29929400
2019-02-21,3261.739990,3270.070068,3254.570068,3263.699951,3263.699951,33636700
2019-02-22,3263.489990,3281.780029,3259.739990,3270.550049,3270.550049,26574400
2019-02-25,3275.020020,3289.479980,3275.020020,3280.010010,3280.010010,33385600
2019-02-26,3275.139893,3293.760010,3261.030029,3289.320068,3289.320068,34342200
2019-02-27,3283.570068,3287.469971,3269.979980,3282.770020,3282.770020,42644400
2019-02-28,3271.139893,3301.020020,3268.949951,3298.260010,3298.260010,51174200
2019-03-01,3306.590088,3330.479980,3306.590088,3312.100098,3312.100098,38063300
2019-03-04,3318.100098,3329.649902,3315.629883,3317.120117,3317.120117,28131100
2019-03-05,3316.959961,3330.719971,3308.639893,3327.189941,3327.189941,33779500
2019-03-06,3322.959961,3340.669922,3317.979980,3324.669922,3324.669922,35932200
2019-03-07,3321.179932,3337.659912,3293.340088,3308.850098,3308.850098,56107700
2019-03-08,3299.850098,3299.850098,3273.679932,3283.600098,3283.600098,45267900
2019-03-11,3290.760010,3306.639893,3284.679932,3304.439941,3304.439941,29420800
2019-03-12,3312.320068,3320.239990,3291.909912,3303.949951,3303.949951,30738900
2019-03-13,3301.810059,3327.350098,3300.169922,3323.449951,3323.449951,32471200
2019-03-14,3322.919922,3349.850098,3322.919922,3342.030029,3342.030029,37300300
2019-03-15,3345.060059,3394.320068,3345.060059,3386.080078,3386.080078,91316800
2019-03-18,3385.459961,3392.629883,3380.649902,3387.939941,3387.939941,36098000
2019-03-19,3389.810059,3422.340088,3386.260010,3409.000000,3409.000000,34176600
2019-03-20,3404.100098,3406.120117,3372.379883,3372.379883,3372.379883,32977700
2019-03-21,3372.360107,3376.209961,3348.949951,3367.399902,3367.399902,34551900
2019-03-22,3371.679932,3377.929932,3301.600098,3305.729980,3305.729980,58032900
2019-03-25,3297.409912,3313.429932,3281.969971,3300.479980,3300.479980,33906700
2019-03-26,3302.129883,3326.350098,3293.679932,3319.530029,3319.530029,32046100
2019-03-27,3322.639893,3344.669922,3302.800049,3322.040039,3322.040039,44786200
2019-03-28,3321.340088,3337.560059,3315.909912,3320.290039,3320.290039,31273500
2019-03-29,3326.449951,3354.300049,3326.449951,3351.709961,3351.709961,35922300
2019-04-01,3353.669922,3390.979980,3353.669922,3385.379883,3385.379883,38161900
2019-04-02,3386.179932,3402.770020,3382.840088,3395.699951,3395.699951,28848000
2019-04-03,3399.929932,3435.899902,3399.929932,3435.560059,3435.560059,36713500
2019-04-04,3434.340088,3449.439941,3425.189941,3441.929932,3441.929932,33147500
2019-04-05,3445.050049,3453.020020,3437.919922,3447.469971,3447.469971,31096400
2019-04-08,3446.149902,3447.110107,3433.469971,3438.060059,3438.060059,25222700
2019-04-09,3437.070068,3450.689941,3416.669922,3417.219971,3417.219971,29949900
2019-04-10,3418.360107,3435.320068,3418.360107,3424.649902,3424.649902,29288800
2019-04-11,3430.729980,3442.250000,3412.149902,3435.340088,3435.340088,36881200
2019-04-12,3432.159912,3454.770020,3425.840088,3447.830078,3447.830078,45588800
2019-04-15,3448.909912,3456.540039,3443.560059,3450.459961,3450.459961,32902000
2019-04-16,3450.750000,3465.979980,3450.750000,3463.360107,3463.360107,36083200
2019-04-17,3466.889893,3486.760010,3459.810059,3477.729980,3477.729980,40129600
2019-04-18,3477.669922,3506.820068,3464.639893,3499.229980,3499.229980,46027400
2019-04-23,3494.399902,3506.679932,3487.169922,3503.850098,3503.850098,32101600
2019-04-24,3500.560059,3515.149902,3491.889893,3502.629883,3502.629883,40509900
2019-04-25,3495.409912,3496.399902,3476.280029,3491.919922,3491.919922,35609100
2019-04-26,3492.060059,3503.459961,3484.129883,3500.409912,3500.409912,30966200
2019-04-29,3494.469971,3508.760010,3481.080078,3501.939941,3501.939941,32293700
2019-04-30,3499.709961,3514.620117,3488.100098,3514.620117,3514.620117,39337100
2019-05-02,3505.770020,3511.429932,3487.750000,3488.929932,3488.929932,38418000
2019-05-03,3489.479980,3510.040039,3486.719971,3502.479980,3502.479980,27229000
2019-05-06,3487.540039,3487.540039,3423.330078,3462.949951,3462.949951,32922700
2019-05-07,3460.560059,3467.639893,3396.899902,3401.159912,3401.159912,47036200
2019-05-08,3400.189941,3423.959961,3389.070068,3417.260010,3417.260010,40572500
2019-05-09,3401.989990,3401.989990,3346.449951,3350.709961,3350.709961,42118800
2019-05-10,3353.679932,3386.219971,3349.840088,3361.050049,3361.050049,35957700
2019-05-13,3362.520020,3365.510010,3311.169922,3320.780029,3320.780029,39567400
2019-05-14,3324.850098,3364.379883,3324.850098,3364.379883,3364.379883,36204200
2019-05-15,3364.879883,3385.780029,3332.679932,3385.780029,3385.780029,44240900
2019-05-16,3379.699951,3438.560059,3365.489990,3438.560059,3438.560059,42922000
2019-05-17,3433.689941,3436.449951,3402.560059,3425.639893,3425.639893,49377800
2019-05-20,3417.120117,3426.870117,3360.260010,3369.780029,3369.780029,53670000
2019-05-21,3371.260010,3395.909912,3370.379883,3386.510010,3386.510010,37551500
2019-05-22,3384.919922,3396.870117,3359.600098,3386.719971,3386.719971,36107300
2019-05-23,3378.479980,3378.479980,3323.699951,3327.199951,3327.199951,45389300
2019-05-24,3330.989990,3365.580078,3330.989990,3350.699951,3350.699951,35226300
2019-05-27,3350.600098,3380.850098,3350.600098,3364.040039,3364.040039,19580400
2019-05-28,3364.229980,3369.909912,3337.770020,3348.860107,3348.860107,52627100
2019-05-29,3337.379883,3337.379883,3288.520020,3297.810059,3297.810059,38520100
2019-05-31,3312.409912,3312.409912,3258.040039,3280.429932,3280.429932,49350100
2019-06-03,3274.969971,3300.219971,3248.540039,3300.219971,3300.219971,34972500
2019-06-04,3293.629883,3338.080078,3275.199951,3333.489990,3333.489990,42640200
2019-06-05,3334.399902,3355.689941,3326.929932,3339.949951,3339.949951,33457800
2019-06-06,3341.290039,3370.800049,3326.899902,3338.409912,3338.409912,41512600
2019-06-07,3341.330078,3391.050049,3341.330078,3378.379883,3378.379883,31980300
2019-06-11,3386.729980,3418.179932,3386.729980,3401.100098,3401.100098,31645900
2019-06-12,3398.580078,3398.580078,3376.449951,3386.629883,3386.629883,30134000
2019-06-13,3384.320068,3401.719971,3373.679932,3390.500000,3390.500000,28235500
2019-06-14,3388.780029,3388.780029,3363.070068,3379.189941,3379.189941,26397100
2019-06-17,3382.449951,3393.889893,3375.800049,3383.209961,3383.209961,24211200
2019-06-18,3381.500000,3458.909912,3366.870117,3452.889893,3452.889893,49958000
2019-06-19,3454.520020,3457.370117,3444.120117,3454.699951,3454.699951,37824200
2019-06-20,3460.100098,3487.000000,3460.100098,3468.080078,3468.080078,49469100
2019-06-21,3468.729980,3496.790039,3459.040039,3466.919922,3466.919922,79595100
2019-06-24,3466.379883,3473.750000,3449.189941,3455.570068,3455.570068,27884900
2019-06-25,3454.310059,3454.310059,3440.060059,3444.360107,3444.360107,27329900
2019-06-26,3444.280029,3460.159912,3434.330078,3442.949951,3442.949951,31753900
2019-06-27,3444.360107,3454.209961,3424.679932,3442.379883,3442.379883,31948700
2019-06-28,3442.389893,3476.929932,3442.389893,3473.689941,3473.689941,34282000
2019-07-01,3476.080078,3519.979980,3476.080078,3497.590088,3497.590088,30371100
2019-07-02,3498.929932,3511.129883,3491.439941,3507.979980,3507.979980,28512300
2019-07-03,3507.699951,3540.629883,3507.699951,3540.629883,3540.629883,41651700
2019-07-04,3541.850098,3549.260010,3537.350098,3544.149902,3544.149902,36660800
2019-07-05,3542.229980,3544.020020,3514.250000,3527.979980,3527.979980,32000600
2019-07-08,3525.209961,3531.469971,3514.409912,3523.760010,3523.760010,26898100
2019-07-09,3522.270020,3522.270020,3492.179932,3509.750000,3509.750000,30325100
2019-07-10,3508.540039,3523.600098,3497.739990,3501.520020,3501.520020,31341600
2019-07-11,3506.330078,3515.770020,3493.770020,3496.729980,3496.729980,27315000
2019-07-12,3497.020020,3505.790039,3492.179932,3497.629883,3497.629883,26712000
2019-07-15,3497.989990,3517.840088,3483.169922,3502.219971,3502.219971,23676400
2019-07-16,3500.889893,3530.110107,3498.340088,3521.360107,3521.360107,28849700
2019-07-17,3520.739990,3529.449951,3497.250000,3501.580078,3501.580078,28130900
2019-07-18,3497.399902,3500.820068,3467.250000,3482.830078,3482.830078,32604400
2019-07-19,3488.679932,3514.330078,3470.399902,3480.179932,3480.179932,42224000
2019-07-22,3478.770020,3498.689941,3476.429932,3489.919922,3489.919922,28137700
2019-07-23,3496.860107,3544.340088,3496.860107,3532.870117,3532.870117,32058700
2019-07-24,3533.300049,3537.709961,3520.840088,3532.899902,3532.899902,27857100
2019-07-25,3538.270020,3573.570068,3491.770020,3510.149902,3510.149902,50510700
2019-07-26,3511.159912,3526.989990,3506.489990,3524.469971,3524.469971,30732900
2019-07-29,3522.360107,3539.939941,3517.120117,3523.580078,3523.580078,23964200
2019-07-30,3523.969971,3526.530029,3455.129883,3462.850098,3462.850098,44462900
2019-07-31,3464.689941,3477.350098,3458.110107,3466.850098,3466.850098,36672600
2019-08-02,3473.000000,3473.000000,3368.659912,3376.120117,3376.120117,54786800
2019-08-05,3365.489990,3365.489990,3302.300049,3310.929932,3310.929932,45543300
2019-08-06,3310.080078,3337.540039,3291.659912,3291.659912,3291.659912,36632600
2019-08-07,3301.310059,3339.070068,3283.129883,3309.989990,3309.989990,42322300
2019-08-08,3323.770020,3375.379883,3323.770020,3375.379883,3375.379883,35688700
2019-08-09,3366.290039,3367.429932,3326.729980,3333.739990,3333.739990,44849600
2019-08-12,3340.820068,3370.629883,3318.659912,3326.550049,3326.550049,31857600
2019-08-13,3324.360107,3380.810059,3298.320068,3357.159912,3357.159912,45165800
2019-08-14,3358.120117,3358.729980,3276.010010,3288.699951,3288.699951,45266400
2019-08-15,3294.500000,3306.879883,3239.199951,3282.780029,3282.780029,43557500
2019-08-16,3286.540039,3333.439941,3286.540039,3329.080078,3329.080078,59935600
2019-08-19,3332.929932,3377.760010,3332.929932,3369.189941,3369.189941,34743200
2019-08-20,3368.209961,3379.959961,3341.229980,3350.229980,3350.229980,29871200
2019-08-21,3353.659912,3400.060059,3353.659912,3394.889893,3394.889893,27737600
2019-08-22,3390.050049,3405.350098,3366.439941,3373.669922,3373.669922,32113500
2019-08-23,3382.310059,3394.209961,3334.250000,3334.250000,3334.250000,35515200
2019-08-26,3329.729980,3360.929932,3318.330078,3348.840088,3348.840088,27180900
2019-08-27,3348.840088,3380.879883,3334.489990,3370.469971,3370.469971,36627200
2019-08-28,3363.510010,3368.229980,3334.070068,3365.379883,3365.379883,28768700
2019-08-29,3362.120117,3415.360107,3356.679932,3411.330078,3411.330078,42789600
2019-08-30,3412.449951,3443.080078,3412.110107,3426.760010,3426.760010,39168900
2019-09-02,3426.239990,3442.709961,3426.239990,3432.540039,3432.540039,20014400
2019-09-03,3432.219971,3432.219971,3406.550049,3420.739990,3420.739990,28433300
2019-09-04,3424.979980,3461.060059,3424.979980,3450.830078,3450.830078,36060400
2019-09-05,3453.989990,3488.479980,3453.989990,3484.699951,3484.699951,40107000
2019-09-06,3484.860107,3495.870117,3479.620117,3495.189941,3495.189941,35279300
2019-09-09,3495.850098,3503.050049,3486.750000,3495.020020,3495.020020,34615100
2019-09-10,3493.800049,3501.679932,3479.580078,3498.989990,3498.989990,46313000
2019-09-11,3502.239990,3520.949951,3502.239990,3516.820068,3516.820068,44089500
2019-09-12,3522.040039,3555.100098,3512.590088,3538.860107,3538.860107,51020600
2019-09-13,3539.929932,3555.850098,3534.379883,3550.110107,3550.110107,44760200
2019-09-16,3540.469971,3540.469971,3518.449951,3518.449951,3518.449951,39324600
2019-09-17,3517.570068,3527.000000,3506.360107,3521.260010,3521.260010,38651500
2019-09-18,3520.879883,3536.649902,3518.010010,3528.040039,3528.040039,32020700
2019-09-19,3527.500000,3554.870117,3524.370117,3552.649902,3552.649902,34829700
2019-09-20,3552.729980,3578.040039,3546.300049,3571.389893,3571.389893,87164700
2019-09-23,3565.959961,3565.959961,3526.260010,3536.969971,3536.969971,35109600
2019-09-24,3542.530029,3547.979980,3531.649902,3532.050049,3532.050049,29824100
2019-09-25,3526.840088,3526.840088,3480.280029,3513.030029,3513.030029,35383800
2019-09-26,3509.800049,3538.159912,3506.050049,3532.179932,3532.179932,30754000
2019-09-27,3534.469971,3553.250000,3534.469971,3545.879883,3545.879883,0
2019-09-30,3545.070068,3570.149902,3536.909912,3569.449951,3569.449951,34917000
2019-10-01,3573.080078,3588.679932,3518.250000,3518.250000,3518.250000,35334800
2019-10-02,3516.879883,3516.879883,3413.310059,3413.310059,3413.310059,46051700
2019-10-03,3414.139893,3431.239990,3398.639893,3417.370117,3417.370117,32348800
2019-10-04,3423.750000,3446.709961,3406.439941,3446.709961,3446.709961,32072700
2019-10-07,3442.139893,3471.879883,3433.870117,3471.239990,3471.239990,24773800
2019-10-08,3473.239990,3476.459961,3426.820068,3432.760010,3432.760010,28959600
2019-10-09,3433.169922,3473.919922,3427.770020,3462.110107,3462.110107,25254100
2019-10-10,3469.989990,3501.189941,3445.439941,3493.959961,3493.959961,35740200
2019-10-11,3494.780029,3569.919922,3490.520020,3569.919922,3569.919922,47625900
2019-10-14,3565.379883,3565.379883,3531.229980,3556.260010,3556.260010,25852300
2019-10-15,3562.389893,3610.310059,3562.389893,3598.649902,3598.649902,42812200
2019-10-16,3600.760010,3610.439941,3588.090088,3599.250000,3599.250000,46723500
2019-10-17,3595.729980,3630.429932,3588.620117,3588.620117,3588.620117,44308100
2019-10-18,3587.399902,3596.709961,3571.010010,3579.409912,3579.409912,34798900
2019-10-21,3583.370117,3608.949951,3578.810059,3600.080078,3600.080078,34599100
2019-10-22,3600.939941,3609.340088,3586.639893,3604.820068,3604.820068,32149400
2019-10-23,3595.780029,3608.629883,3585.760010,3606.889893,3606.889893,36314200
2019-10-24,3611.620117,3626.879883,3607.840088,3621.370117,3621.370117,51628500
2019-10-25,3622.790039,3631.040039,3604.399902,3624.679932,3624.679932,32170400
2019-10-28,3623.840088,3637.939941,3614.830078,3625.689941,3625.689941,31459400
2019-10-29,3625.530029,3625.989990,3611.770020,3622.090088,3622.090088,34743300
2019-10-30,3616.250000,3624.530029,3596.300049,3620.290039,3620.290039,42737400
2019-10-31,3625.360107,3631.870117,3593.600098,3604.409912,3604.409912,44941700
2019-11-01,3610.219971,3633.639893,3607.679932,3623.739990,3623.739990,27786500
2019-11-04,3631.449951,3671.810059,3631.449951,3665.209961,3665.209961,41802200
2019-11-05,3666.540039,3678.629883,3661.209961,3676.520020,3676.520020,48161300
2019-11-06,3675.429932,3692.199951,3671.239990,3688.739990,3688.739990,42297600
2019-11-07,3694.969971,3708.649902,3694.969971,3706.679932,3706.679932,44578300
2019-11-08,3703.350098,3706.909912,3687.989990,3699.649902,3699.649902,42034700
2019-11-11,3696.969971,3702.780029,3683.330078,3696.820068,3696.820068,31571600
2019-11-12,3700.489990,3719.399902,3700.110107,3712.199951,3712.199951,34975300
2019-11-13,3710.739990,3710.739990,3679.629883,3699.500000,3699.500000,39598100
2019-11-14,3699.729980,3702.939941,3687.270020,3688.810059,3688.810059,31667000
2019-11-15,3698.060059,3713.260010,3690.060059,3711.610107,3711.610107,33449500
2019-11-18,3711.179932,3716.790039,3687.300049,3704.919922,3704.919922,29746000
2019-11-19,3704.879883,3733.449951,3688.590088,3696.560059,3696.560059,29828000
2019-11-20,3688.860107,3688.860107,3663.209961,3683.879883,3683.879883,30770900
2019-11-21,3675.750000,3688.370117,3651.510010,3679.659912,3679.659912,30184400
2019-11-22,3682.219971,3709.879883,3682.219971,3687.320068,3687.320068,31889400
2019-11-25,3697.489990,3710.870117,3697.489990,3707.679932,3707.679932,23575400
2019-11-26,3708.429932,3711.750000,3694.699951,3705.550049,3705.550049,42776200
2019-11-27,3708.709961,3721.760010,3704.489990,3712.850098,3712.850098,27538400
2019-11-28,3707.050049,3708.159912,3698.219971,3704.479980,3704.479980,20880800
2019-11-29,3699.340088,3719.830078,3686.939941,3703.580078,3703.580078,28771400
2019-12-02,3703.760010,3729.739990,3623.120117,3626.659912,3626.659912,44663300
2019-12-03,3635.149902,3647.520020,3594.800049,3610.989990,3610.989990,37666800
2019-12-04,3611.949951,3665.899902,3611.949951,3660.020020,3660.020020,32156300
2019-12-05,3663.000000,3683.070068,3648.129883,3648.129883,3648.129883,25377700
2019-12-06,3653.229980,3692.709961,3653.229980,3692.340088,3692.340088,29106900
2019-12-09,3691.860107,3691.860107,3671.070068,3672.179932,3672.179932,26448800
2019-12-10,3671.969971,3675.879883,3625.000000,3671.780029,3671.780029,28580800
2019-12-11,3667.449951,3692.110107,3659.530029,3687.449951,3687.449951,26621200
2019-12-12,3689.669922,3723.600098,3675.629883,3706.350098,3706.350098,40502800
2019-12-13,3720.649902,3765.699951,3720.649902,3731.070068,3731.070068,49284900
2019-12-16,3738.909912,3778.469971,3738.909912,3772.739990,3772.739990,30015600
2019-12-17,3769.139893,3769.139893,3742.620117,3745.280029,3745.280029,37228600
2019-12-18,3744.000000,3755.810059,3739.000000,3739.000000,3739.000000,33479600
2019-12-19,3741.530029,3747.340088,3722.570068,3739.169922,3739.169922,35609900
2019-12-20,3740.709961,3776.560059,3738.219971,3776.560059,3776.560059,84848100
2019-12-23,3775.070068,3778.979980,3767.800049,3776.659912,3776.659912,23064700
2019-12-27,3776.820068,3794.929932,3775.260010,3782.270020,3782.270020,24437900
2019-12-30,3780.439941,3780.439941,3748.469971,3748.469971,3748.469971,18684000
2020-01-03,3787.570068,3787.570068,3745.540039,3773.370117,3773.370117,30343400
2020-01-06,3764.340088,3764.340088,3710.939941,3752.520020,3752.520020,28339400
2020-01-07,3760.090088,3784.419922,3748.129883,3759.250000,3759.250000,29853300
2020-01-08,3752.870117,3775.429932,3732.899902,3772.560059,3772.560059,34988400
2020-01-09,3782.770020,3807.090088,3782.770020,3795.879883,3795.879883,33480100
2020-01-10,3801.120117,3803.909912,3786.929932,3789.520020,3789.520020,27400900
2020-01-13,3789.870117,3798.580078,3768.449951,3779.679932,3779.679932,27508600
2020-01-14,3779.350098,3783.760010,3745.469971,3774.879883,3774.879883,33071500
2020-01-15,3774.929932,3778.939941,3755.300049,3768.959961,3768.959961,33409000
2020-01-16,3770.959961,3785.669922,3758.550049,3774.139893,3774.139893,17583900
2020-01-17,3780.540039,3813.800049,3780.540039,3808.260010,3808.260010,33003100
2020-01-20,3804.739990,3805.610107,3791.510010,3799.030029,3799.030029,20831600
2020-01-21,3786.260010,3789.120117,3760.360107,3789.120117,3789.120117,27585100
2020-01-22,3792.050049,3802.679932,3765.489990,3769.790039,3769.790039,32477100
2020-01-23,3764.100098,3770.010010,3734.060059,3736.850098,3736.850098,33330600
2020-01-24,3744.750000,3795.330078,3744.750000,3779.159912,3779.159912,31726500
2020-01-27,3754.629883,3754.629883,3673.800049,3677.840088,3677.840088,44844200
2020-01-28,3684.689941,3722.709961,3671.739990,3719.219971,3719.219971,37478400
2020-01-29,3717.639893,3743.260010,3715.739990,3736.360107,3736.360107,36474700
2020-01-30,3717.929932,3717.929932,3676.659912,3690.780029,3690.780029,42455300
2020-01-31,3697.669922,3705.330078,3639.439941,3640.909912,3640.909912,49702300
2020-02-03,3646.860107,3673.280029,3641.840088,3661.270020,3661.270020,32500600
2020-02-04,3670.979980,3732.280029,3670.979980,3732.280029,3732.280029,45379700
2020-02-05,3727.219971,3782.850098,3717.719971,3777.840088,3777.840088,56845600
2020-02-06,3791.070068,3808.739990,3790.540039,3805.520020,3805.520020,52514600
2020-02-07,3804.860107,3806.060059,3782.209961,3798.489990,3798.489990,39161600
2020-02-10,3794.179932,3794.179932,3779.100098,3793.179932,3793.179932,28458100
2020-02-11,3804.459961,3832.060059,3804.459961,3825.840088,3825.840088,38624600
2020-02-12,3829.659912,3854.429932,3829.659912,3854.429932,3854.429932,42244300
2020-02-13,3849.100098,3849.100098,3799.979980,3846.739990,3846.739990,38736400
2020-02-14,3847.929932,3851.419922,3835.790039,3840.969971,3840.969971,29903600
2020-02-17,3843.100098,3854.300049,3841.060059,3853.270020,3853.270020,0
2020-02-18,3848.560059,3848.560059,3826.229980,3836.540039,3836.540039,53062800
2020-02-19,3846.389893,3865.429932,3846.389893,3865.179932,3865.179932,40369200
2020-02-20,3867.280029,3867.280029,3822.979980,3822.979980,3822.979980,41279700
2020-02-21,3816.510010,3827.360107,3776.820068,3800.379883,3800.379883,48443600
2020-02-24,3762.350098,3762.350098,3632.290039,3647.979980,3647.979980,79995300
2020-02-25,3655.840088,3668.699951,3568.479980,3572.510010,3572.510010,62808900
2020-02-26,3567.030029,3595.800049,3467.580078,3577.679932,3577.679932,71790400
2020-02-27,3553.050049,3553.050049,3410.699951,3455.919922,3455.919922,86756400
2020-02-28,3431.520020,3431.520020,3283.179932,3329.489990,3329.489990,123088500
2020-03-02,3355.330078,3406.399902,3257.989990,3338.830078,3338.830078,90017600
2020-03-03,3355.520020,3448.239990,3354.300049,3371.969971,3371.969971,79445600
2020-03-04,3374.000000,3438.209961,3350.229980,3420.560059,3420.560059,66431500
2020-03-05,3431.780029,3438.060059,3338.409912,3363.580078,3363.580078,73060200
2020-03-06,3347.830078,3347.830078,3216.439941,3232.070068,3232.070068,85089300
2020-03-09,3214.199951,3214.199951,2939.850098,2959.070068,2959.070068,143365800
2020-03-10,2973.610107,3088.570068,2896.739990,2910.020020,2910.020020,118221300
2020-03-11,2924.929932,2998.649902,2893.429932,2905.560059,2905.560059,87723500
2020-03-12,2883.250000,2883.250000,2535.889893,2545.229980,2545.229980,167329900
2020-03-13,2584.360107,2793.270020,2537.270020,2586.020020,2586.020020,136547100
2020-03-16,2557.709961,2557.709961,2302.840088,2450.370117,2450.370117,137137000
2020-03-17,2475.179932,2555.409912,2376.229980,2530.500000,2530.500000,106905300
2020-03-18,2507.330078,2507.330078,2365.699951,2385.820068,2385.820068,98214900
2020-03-19,2388.939941,2461.570068,2345.300049,2454.080078,2454.080078,101353900
2020-03-20,2475.139893,2613.530029,2475.139893,2548.500000,2548.500000,133712500
2020-03-23,2520.479980,2588.479980,2427.870117,2485.540039,2485.540039,0
2020-03-24,2507.610107,2715.110107,2507.610107,2715.110107,2715.110107,87882800
2020-03-25,2756.989990,2829.340088,2670.270020,2800.139893,2800.139893,90505600
2020-03-26,2765.860107,2847.780029,2706.290039,2847.780029,2847.780029,65311000
2020-03-27,2803.090088,2803.090088,2694.780029,2728.649902,2728.649902,66178500
2020-03-30,2734.919922,2765.620117,2658.879883,2765.620117,2765.620117,64132100
2020-03-31,2780.800049,2827.320068,2728.020020,2786.899902,2786.899902,74498500
2020-04-01,2760.540039,2760.540039,2663.419922,2680.300049,2680.300049,63218900
2020-04-02,2693.129883,2711.449951,2626.100098,2688.489990,2688.489990,66558700
2020-04-03,2686.070068,2693.500000,2655.800049,2662.989990,2662.989990,63604500
2020-04-06,2701.860107,2804.699951,2701.860107,2795.969971,2795.969971,58554000
2020-04-07,2819.530029,2914.459961,2819.530029,2857.669922,2857.669922,68931200
2020-04-08,2846.250000,2851.270020,2793.709961,2851.270020,2851.270020,47429200
2020-04-09,2864.449951,2922.070068,2833.449951,2892.790039,2892.790039,63031900
2020-04-14,2911.199951,2956.219971,2905.719971,2917.739990,2917.739990,51060900
2020-04-15,2914.300049,2914.300049,2795.469971,2808.199951,2808.199951,60155000
2020-04-16,2826.699951,2853.570068,2792.169922,2812.350098,2812.350098,53496700
2020-04-17,2842.100098,2931.550049,2842.100098,2888.300049,2888.300049,61196500
2020-04-20,2894.909912,2909.500000,2839.179932,2909.500000,2909.500000,42212500
2020-04-21,2889.570068,2889.570068,2791.340088,2791.340088,2791.340088,50936200
2020-04-22,2800.810059,2838.260010,2800.810059,2834.899902,2834.899902,41194100
2020-04-23,2837.320068,2883.600098,2815.120117,2852.459961,2852.459961,41583000
2020-04-24,2837.330078,2849.080078,2799.120117,2809.070068,2809.070068,42442100
2020-04-27,2838.959961,2882.110107,2838.959961,2882.090088,2882.090088,36116400
2020-04-28,2882.810059,2951.350098,2880.719971,2932.060059,2932.060059,54617500
2020-04-29,2934.489990,3000.489990,2919.739990,2996.080078,2996.080078,50038700
2020-04-30,3003.209961,3023.830078,2917.310059,2927.929932,2927.929932,72735300
2020-05-04,2898.889893,2898.889893,2801.070068,2816.479980,2816.479980,57385400
2020-05-05,2830.330078,2878.510010,2827.370117,2875.909912,2875.909912,48881400
2020-05-06,2876.449951,2878.699951,2839.770020,2843.760010,2843.760010,41340100
